Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
sample_1	78.3663949537648	51.0	153.0365155588851	27.27272727272727	90268261.0
sample_10	77.90599366291312	50.0	153.91312330769492	27.27272727272727	110581420.0
sample_11	78.50755862717328	49.0	153.63325630037662	27.27272727272727	105228987.0
sample_12	81.74446235987386	52.0	154.50291193723504	27.27272727272727	99436896.0
sample_13	81.88011322750617	52.0	153.8704291540344	27.27272727272727	103900433.0
sample_14	82.3080625527215	52.0	152.68465354375294	27.27272727272727	123588102.0
sample_15	81.5668132870594	51.0	153.1921044278945	27.27272727272727	101364181.0
sample_16	77.50972830933966	50.0	153.51740259069905	27.27272727272727	100199133.0
sample_17	76.15363086331243	51.0	153.09575779596904	27.27272727272727	106426635.0
sample_18	80.70937067840077	52.0	152.64630741027204	27.27272727272727	92377850.0
sample_19	81.84524570891271	52.0	153.0130796793196	27.27272727272727	82462037.0
sample_2	79.77095555564514	52.0	153.0009390803374	27.27272727272727	90610991.0
sample_20	75.71421673130163	51.0	153.33605572761437	27.27272727272727	85165964.0
sample_21	75.13037756487294	51.0	153.14140382326852	27.27272727272727	86394821.0
sample_22	80.24548663935951	51.0	152.13380689071673	27.27272727272727	85072689.0
sample_23	80.41028735590785	52.0	153.11122881073783	27.27272727272727	84100144.0
sample_24	80.36255946281749	51.0	153.19637354319036	27.27272727272727	95959174.0
sample_25	81.69269843827146	52.0	153.69327811753985	27.27272727272727	97174371.0
sample_26	74.2450071795294	50.0	154.01544138528277	27.27272727272727	94540352.0
sample_27	76.15869429444483	51.0	154.23105628848379	27.27272727272727	95180002.0
sample_28	80.49127353716528	52.0	153.96912536805362	27.27272727272727	82132056.0
sample_29	81.00703321510991	51.0	154.001138308185	27.27272727272727	86752429.0
sample_3	80.54217052378317	52.0	152.71260337940078	27.27272727272727	93429759.0
sample_30	79.59520843147669	50.0	153.60597867208904	27.27272727272727	87874898.0
sample_31	76.64674712374699	52.0	153.57767809919795	27.27272727272727	93670186.0
sample_32	80.20937306035353	51.0	154.0027904675657	27.27272727272727	95057188.0
sample_33	82.89417412078674	51.0	154.3283341260834	27.27272727272727	94977392.0
sample_34	82.20414011714823	51.0	154.26070376311097	27.27272727272727	90975925.0
sample_35	81.83465281647034	51.0	154.3070982870571	27.27272727272727	95852407.0
sample_36	81.65711593040984	50.0	153.73530812044694	27.27272727272727	84577623.0
sample_37	75.4920652790191	50.0	154.32160472036128	27.27272727272727	82302514.0
sample_38	80.43562738696451	51.0	153.86314651796468	27.27272727272727	90491859.0
sample_39	81.89935089161786	52.0	153.98447720332828	27.27272727272727	93048890.0
sample_4	81.9034447862331	51.0	154.5696196500842	18.181818181818183	84355954.0
sample_40	81.50351769832835	52.0	154.06351308886295	27.27272727272727	101119708.0
sample_41	80.58092163598873	52.0	153.63542936274018	27.27272727272727	94112102.0
sample_42	77.22493360030693	51.0	154.01211601000702	27.27272727272727	101991167.0
sample_43	75.1368019133309	50.0	154.00834325535843	27.27272727272727	81217459.0
sample_44	81.13136540029669	50.0	153.8276081887068	27.27272727272727	160598301.0
sample_45	47.14243737974885	51.0	154.19344259330472	18.181818181818183	1880103.0
sample_46	78.05455742632648	50.0	154.04886363293895	27.27272727272727	85608166.0
sample_47	80.56550487625337	51.0	153.68243340798412	27.27272727272727	100109674.0
sample_48	75.56748228969056	51.0	153.7881519771901	27.27272727272727	87479575.0
sample_49	77.30912793371255	51.0	152.2404377739825	27.27272727272727	96920424.0
sample_5	80.00068967272736	51.0	153.14914917049745	27.27272727272727	76991806.0
sample_50	81.45257195850155	51.0	151.80802155290425	27.27272727272727	99525891.0
sample_51	82.27139112624275	51.0	152.25293943331297	27.27272727272727	109193326.0
sample_52	76.20959751797197	50.0	152.08443696330505	27.27272727272727	95558825.0
sample_53	79.23131316752631	51.0	152.52018396109477	27.27272727272727	136143569.0
sample_54	79.05662934105598	50.0	151.49320391221673	27.27272727272727	132575171.0
sample_55	77.50956140443832	51.0	151.03861452988605	27.27272727272727	101892086.0
sample_56	81.73167310353561	51.0	151.22090754675023	27.27272727272727	118476387.0
sample_57	81.70450211832019	51.0	153.77689164789723	27.27272727272727	95046388.0
sample_58	76.69811657647293	51.0	150.69322659031306	27.27272727272727	96136559.0
sample_59	77.73175613950781	51.0	152.64255553331094	27.27272727272727	99549710.0
sample_6	75.47142738245941	51.0	152.64297917744224	27.27272727272727	71772979.0
sample_60	83.80852340148047	51.0	152.1612302011749	27.27272727272727	115345102.0
sample_61	83.28048260850683	51.0	152.43336531366043	27.27272727272727	138659203.0
sample_62	82.15253923760788	51.0	152.86613159690089	27.27272727272727	174069388.0
sample_63	77.7311788636963	51.0	151.96539452324998	27.27272727272727	98082914.0
sample_7	78.72929263370952	52.0	151.6704333330269	27.27272727272727	72447882.0
sample_8	79.14148675401569	52.0	151.22007683480047	27.27272727272727	95654052.0
sample_9	80.76211728052155	51.0	153.58229432355745	27.27272727272727	108057854.0
