Sample	Top over-represented sequence	Sum of remaining over-represented sequences
sample_1.trimmed.R1.v1	0.3109775413294519	1.723269160348785
sample_1.trimmed.R2.v1	0.2994219839521657	0.24874193037186776
sample_10.trimmed.R1.v1	0.17461075502849077	0.6383180750395703
sample_10.trimmed.R2.v1	0.2820311808343158	0.6086575688730265
sample_11.trimmed.R1.v1	0.0	0.0
sample_11.trimmed.R2.v1	0.3058131177029839	0.9198664413446898
sample_12.trimmed.R1.v1	0.2535970327872989	1.0625262019208985
sample_12.trimmed.R2.v1	0.22477774822581187	0.4963862053246658
sample_13.trimmed.R1.v1	0.19374130447325974	0.7941277995980863
sample_13.trimmed.R2.v1	0.15626214354024895	0.421507500379811
sample_14.trimmed.R1.v1	0.34510361713711607	1.1871240126446159
sample_14.trimmed.R2.v1	0.19798508268987938	0.4075934528291434
sample_15.trimmed.R1.v1	0.14764979544992507	0.6818138522448616
sample_15.trimmed.R2.v1	0.19741195156154626	0.4009246777586918
sample_16.trimmed.R1.v1	0.14247829579263474	0.45521357417895913
sample_16.trimmed.R2.v1	0.19103760401251424	0.5666955900740885
sample_17.trimmed.R1.v1	0.1991888684251301	0.6063059593261574
sample_17.trimmed.R2.v1	0.22364327424442548	0.42486264950792857
sample_18.trimmed.R1.v1	0.23676673716589675	1.1236515042606374
sample_18.trimmed.R2.v1	0.29126682014575334	0.30252276625516716
sample_19.trimmed.R1.v1	0.23896456763802623	1.1706553475481367
sample_19.trimmed.R2.v1	0.19906498526545846	0.3309972436279025
sample_2.trimmed.R1.v1	0.15921138214325098	0.5553984492652679
sample_2.trimmed.R2.v1	0.3318913300842202	0.42509195132457667
sample_20.trimmed.R1.v1	0.2403249129417352	0.9475054068555472
sample_20.trimmed.R2.v1	0.24635901445685715	0.28611081574007413
sample_21.trimmed.R1.v1	0.1179851347966825	0.21495279657051508
sample_21.trimmed.R2.v1	0.28805096122587587	0.2940466936996265
sample_22.trimmed.R1.v1	0.17035816379270724	0.7497132152999328
sample_22.trimmed.R2.v1	0.25238346620230995	0.4090192215983232
sample_23.trimmed.R1.v1	0.2098617270980189	0.9030365788821485
sample_23.trimmed.R2.v1	0.2162469723444089	0.35428479741953334
sample_24.trimmed.R1.v1	0.1029781782698922	0.0
sample_24.trimmed.R2.v1	0.2190921523754401	0.502953521948633
