Sample	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	156
sample_1.trimmed.R1.v1	8638.0	10267.0	14371.0	18491.0	27606.0	39265.0	60319.0	95717.0	139593.0	214608.0	274639.0	397315.0	473588.0	646954.0	725465.0	888211.0	994772.0	1127593.0	1187432.0	1287578.0	3467442.0	78168391.0
sample_1.trimmed.R2.v1	14123.0	15390.0	19432.0	23165.0	31881.0	43739.0	63711.0	99267.0	143012.0	217442.0	277101.0	398902.0	479604.0	648145.0	727846.0	891982.0	998046.0	1129283.0	1202101.0	1348261.0	3767928.0	77727894.0
sample_10.trimmed.R1.v1	12639.0	14728.0	19194.0	22322.0	31848.0	41502.0	59629.0	87840.0	122293.0	181642.0	234082.0	330374.0	393715.0	519192.0	582065.0	712000.0	780414.0	904013.0	971805.0	1113647.0	4246718.0	99199728.0
sample_10.trimmed.R2.v1	17552.0	19477.0	23842.0	26934.0	35885.0	45480.0	63549.0	91842.0	127093.0	185950.0	239438.0	336455.0	403192.0	523721.0	587766.0	719651.0	789280.0	914425.0	992135.0	1174082.0	4104598.0	99159043.0
sample_11.trimmed.R1.v1	12832.0	14669.0	19959.0	23202.0	33768.0	45425.0	67156.0	99090.0	139517.0	205112.0	266664.0	369934.0	435385.0	577575.0	635823.0	769368.0	833194.0	948886.0	1027223.0	1176529.0	4184881.0	93342780.0
sample_11.trimmed.R2.v1	18051.0	19531.0	24450.0	27421.0	37588.0	48834.0	70422.0	102586.0	143441.0	209343.0	271751.0	374929.0	444551.0	581219.0	639877.0	774097.0	838246.0	953157.0	1041675.0	1232810.0	4069747.0	93305246.0
sample_12.trimmed.R1.v1	7954.0	9210.0	11427.0	13156.0	17699.0	21820.0	29845.0	41401.0	55238.0	80795.0	107303.0	161031.0	208091.0	307963.0	381344.0	517260.0	621086.0	773474.0	874667.0	1024337.0	3604982.0	90566806.0
sample_12.trimmed.R2.v1	14018.0	14518.0	16215.0	17534.0	21350.0	25275.0	31874.0	43578.0	57042.0	82726.0	108299.0	161295.0	212701.0	307321.0	381429.0	518146.0	621571.0	772718.0	886324.0	1075990.0	3814600.0	90252365.0
sample_13.trimmed.R1.v1	10373.0	12049.0	16505.0	19425.0	28932.0	39515.0	58896.0	87485.0	123211.0	185109.0	235731.0	333742.0	390467.0	520664.0	574026.0	708029.0	773557.0	896197.0	961301.0	1093570.0	3861076.0	92970545.0
sample_13.trimmed.R2.v1	15075.0	16287.0	20576.0	23595.0	32093.0	42508.0	61121.0	89717.0	125325.0	187255.0	237911.0	335658.0	396968.0	522320.0	576228.0	711167.0	777719.0	900008.0	975937.0	1148414.0	3894847.0	92809676.0
sample_14.trimmed.R1.v1	12155.0	14936.0	22267.0	27642.0	44179.0	63357.0	98960.0	154194.0	225910.0	342873.0	448768.0	641513.0	766682.0	1021011.0	1143155.0	1393713.0	1509713.0	1731361.0	1830966.0	1969712.0	5020039.0	105104993.0
sample_14.trimmed.R2.v1	17822.0	19893.0	26327.0	31520.0	47286.0	66024.0	100700.0	155807.0	227458.0	344245.0	449608.0	642497.0	774246.0	1022936.0	1146343.0	1398785.0	1513750.0	1733805.0	1845679.0	2025859.0	5071641.0	104925868.0
sample_15.trimmed.R1.v1	10617.0	12910.0	18584.0	22592.0	36111.0	49588.0	75564.0	116383.0	167515.0	249353.0	316617.0	447738.0	521802.0	694326.0	759251.0	933151.0	1004352.0	1141110.0	1210068.0	1343764.0	3926345.0	88306436.0
sample_15.trimmed.R2.v1	14956.0	17222.0	22312.0	26183.0	39219.0	52593.0	77995.0	119133.0	170077.0	251818.0	319163.0	449666.0	527476.0	695222.0	761386.0	936175.0	1006972.0	1143988.0	1225583.0	1406661.0	4077123.0	88023254.0
sample_16.trimmed.R1.v1	9693.0	11964.0	16362.0	20309.0	30046.0	42435.0	64363.0	97627.0	140216.0	210860.0	270205.0	378513.0	442413.0	590192.0	650156.0	791159.0	862784.0	980987.0	1053214.0	1187266.0	3764538.0	88583819.0
sample_16.trimmed.R2.v1	13847.0	15571.0	19525.0	23059.0	32822.0	44909.0	66253.0	99061.0	141624.0	212485.0	271295.0	379581.0	447656.0	590295.0	650857.0	792861.0	864581.0	982396.0	1066421.0	1239898.0	3911942.0	88332182.0
sample_17.trimmed.R1.v1	10435.0	12350.0	16962.0	20339.0	30582.0	43021.0	66244.0	103938.0	152357.0	234638.0	311804.0	457590.0	555312.0	757012.0	857242.0	1054281.0	1150248.0	1325839.0	1430948.0	1574844.0	4403850.0	91856794.0
sample_17.trimmed.R2.v1	15405.0	16947.0	20882.0	23897.0	33975.0	45588.0	68226.0	105176.0	154066.0	236170.0	313470.0	459762.0	562012.0	759135.0	860760.0	1060963.0	1157446.0	1334221.0	1449902.0	1632269.0	4305401.0	91810957.0
sample_18.trimmed.R1.v1	9500.0	11590.0	16747.0	21152.0	34065.0	48237.0	75842.0	117383.0	171461.0	262937.0	342004.0	487942.0	580478.0	776450.0	855766.0	1053274.0	1142007.0	1292259.0	1352026.0	1472291.0	3842109.0	78412321.0
sample_18.trimmed.R2.v1	15396.0	17318.0	21746.0	25678.0	38524.0	52474.0	78853.0	120302.0	174526.0	266032.0	345022.0	491836.0	588010.0	781002.0	861454.0	1061856.0	1150002.0	1299927.0	1369099.0	1526645.0	3812472.0	78279667.0
sample_19.trimmed.R1.v1	6975.0	8358.0	12743.0	16208.0	26014.0	37228.0	58464.0	91791.0	133947.0	206132.0	265568.0	381401.0	452491.0	614409.0	681166.0	844105.0	919216.0	1048863.0	1097915.0	1203317.0	3216384.0	71139321.0
sample_19.trimmed.R2.v1	10963.0	12223.0	16332.0	19547.0	29252.0	40373.0	60609.0	94101.0	136346.0	208962.0	267767.0	383709.0	458387.0	616899.0	684543.0	849257.0	923576.0	1052143.0	1112707.0	1255590.0	3424618.0	70804112.0
sample_2.trimmed.R1.v1	9963.0	11843.0	16505.0	20303.0	30827.0	42483.0	64879.0	100664.0	144692.0	222761.0	284825.0	414055.0	497893.0	668471.0	746650.0	916545.0	1000564.0	1147582.0	1215397.0	1343318.0	3887746.0	77823018.0
sample_2.trimmed.R2.v1	14769.0	16186.0	20390.0	24106.0	34066.0	45384.0	66748.0	102398.0	146073.0	224544.0	287597.0	418523.0	505629.0	673761.0	753255.0	926515.0	1012675.0	1160666.0	1233364.0	1388909.0	3626761.0	77928665.0
sample_20.trimmed.R1.v1	8026.0	9807.0	13756.0	16916.0	26081.0	36647.0	56008.0	87059.0	125232.0	189070.0	243712.0	343991.0	404479.0	539895.0	598139.0	732097.0	801244.0	922060.0	981049.0	1086623.0	3271979.0	74672082.0
sample_20.trimmed.R2.v1	13502.0	14679.0	18214.0	20828.0	29508.0	39723.0	58117.0	89440.0	127013.0	190843.0	245214.0	344792.0	409063.0	540675.0	599038.0	734044.0	803052.0	922102.0	991723.0	1126820.0	3320548.0	74527014.0
sample_21.trimmed.R1.v1	9309.0	11544.0	16001.0	19338.0	29388.0	40640.0	61710.0	93187.0	134208.0	201177.0	263068.0	373372.0	440599.0	589006.0	654415.0	801776.0	871469.0	996536.0	1062261.0	1192657.0	3441884.0	75091237.0
sample_21.trimmed.R2.v1	14421.0	16060.0	19861.0	23267.0	33233.0	44041.0	64376.0	96031.0	137083.0	203965.0	265768.0	375958.0	447642.0	591287.0	657616.0	806641.0	875720.0	1000418.0	1076306.0	1240793.0	3482746.0	74921549.0
sample_22.trimmed.R1.v1	8035.0	9889.0	15538.0	19441.0	32639.0	47853.0	77042.0	123053.0	182914.0	281467.0	368184.0	530305.0	629947.0	851287.0	932820.0	1138657.0	1217996.0	1371419.0	1422756.0	1530941.0	3591384.0	70688963.0
sample_22.trimmed.R2.v1	12626.0	14146.0	19271.0	23104.0	36086.0	51164.0	79360.0	125810.0	185341.0	284155.0	370253.0	532783.0	636004.0	853824.0	936497.0	1143908.0	1221856.0	1373740.0	1437136.0	1581566.0	3694745.0	70459155.0
sample_23.trimmed.R1.v1	7504.0	9040.0	13192.0	16347.0	25154.0	36114.0	56855.0	88128.0	129535.0	197080.0	257510.0	371401.0	444625.0	604078.0	672628.0	833520.0	911264.0	1042592.0	1096848.0	1208162.0	3306814.0	72771746.0
sample_23.trimmed.R2.v1	12062.0	13537.0	17488.0	20555.0	29259.0	40001.0	60088.0	91878.0	132808.0	200868.0	261183.0	374895.0	452166.0	607787.0	677348.0	840201.0	916793.0	1048344.0	1111909.0	1257372.0	3404224.0	72529371.0
sample_24.trimmed.R1.v1	10817.0	12877.0	17786.0	21121.0	31374.0	43661.0	65852.0	98667.0	141464.0	216122.0	281945.0	405592.0	490398.0	659222.0	731053.0	899076.0	982434.0	1123305.0	1211449.0	1351020.0	4039262.0	83124668.0
sample_24.trimmed.R2.v1	14730.0	16210.0	20588.0	24194.0	33711.0	45800.0	66631.0	99496.0	142273.0	216765.0	283828.0	408094.0	496823.0	662137.0	734867.0	906007.0	991605.0	1132042.0	1226232.0	1402525.0	3892440.0	83142167.0
sample_25.trimmed.R1.v1	9462.0	10945.0	14911.0	18098.0	26908.0	36925.0	55940.0	86152.0	122120.0	184866.0	236057.0	336701.0	398771.0	534462.0	596966.0	731028.0	812874.0	933403.0	997884.0	1125913.0	3652519.0	86251404.0
sample_25.trimmed.R2.v1	15661.0	16731.0	19994.0	22851.0	31140.0	41049.0	58812.0	89000.0	124812.0	187602.0	238220.0	338731.0	404878.0	535832.0	598888.0	735665.0	816663.0	936054.0	1010573.0	1177652.0	3803207.0	85970294.0
sample_26.trimmed.R1.v1	9180.0	10918.0	14924.0	17824.0	26461.0	36301.0	53355.0	79014.0	109642.0	160281.0	199512.0	278126.0	318551.0	418196.0	454142.0	553942.0	591717.0	682509.0	736090.0	849370.0	3441621.0	85498661.0
