GWK47_003245	KAG0730603.1	GO:0004930
GWK47_003245	KAG0730603.1	GO:0007186
GWK47_003245	KAG0730603.1	GO:0016021
GWK47_003246	KAG0730604.1	GO:0004222
GWK47_003246	KAG0730604.1	GO:0006508
GWK47_003246	KAG0730604.1	GO:0008237
GWK47_003246	KAG0730604.1	GO:0008270
GWK47_027902	KAG0730598.1	GO:0005515
GWK47_027913	KAG0730596.1	GO:0005576
GWK47_027922	KAG0730589.1	GO:0008033
GWK47_027922	KAG0730589.1	GO:0008168
GWK47_027924	KAG0730587.1	GO:0003676
GWK47_027924	KAG0730587.1	GO:0004523
GWK47_027940	KAG0730581.1	GO:0003700
GWK47_027940	KAG0730581.1	GO:0005634
GWK47_027940	KAG0730581.1	GO:0006355
GWK47_027940	KAG0730581.1	GO:0008270
GWK47_027940	KAG0730581.1	GO:0043565
GWK47_027943	KAG0730574.1	GO:0005524
GWK47_027943	KAG0730574.1	GO:0016887
GWK47_027945	KAG0730576.1	GO:0005524
GWK47_027945	KAG0730576.1	GO:0016887
GWK47_027946	KAG0730577.1	GO:0003676
GWK47_027946	KAG0730577.1	GO:0005515
GWK47_027950	KAG0730579.1	GO:0005509
GWK47_027963	KAG0730573.1	GO:0003676
GWK47_027963	KAG0730573.1	GO:0004523
GWK47_027969	KAG0730563.1	GO:0016788
GWK47_027969	KAG0730563.1	GO:0016888
GWK47_027970	KAG0730564.1	GO:0003824
GWK47_027970	KAG0730564.1	GO:0004807
GWK47_027970	KAG0730564.1	GO:0006096
GWK47_027972	KAG0730566.1	GO:0003824
GWK47_027972	KAG0730566.1	GO:0006281
GWK47_027972	KAG0730566.1	GO:0006284
GWK47_027980	KAG0730570.1	GO:0003676
GWK47_027980	KAG0730570.1	GO:0003723
GWK47_027980	KAG0730568.1	GO:0003723
GWK47_027980	KAG0730569.1	GO:0003676
GWK47_027980	KAG0730569.1	GO:0003723
GWK47_027981	KAG0730571.1	GO:0000502
GWK47_027981	KAG0730571.1	GO:0030234
GWK47_027981	KAG0730571.1	GO:0042176
GWK47_028014	KAG0730543.1	GO:0000290
GWK47_028014	KAG0730543.1	GO:0008047
GWK47_028014	KAG0730543.1	GO:0043085
GWK47_028016	KAG0730545.1	GO:0005515
GWK47_028019	KAG0730548.1	GO:0005515
GWK47_028020	KAG0730549.1	GO:0006886
GWK47_028020	KAG0730549.1	GO:0008536
GWK47_028049	KAG0730541.1	GO:0003735
GWK47_028049	KAG0730541.1	GO:0005840
GWK47_028049	KAG0730541.1	GO:0006412
GWK47_028061	KAG0730528.1	GO:0016787
GWK47_028065	KAG0730533.1	GO:0003924
GWK47_028065	KAG0730533.1	GO:0005525
GWK47_028070	KAG0730524.1	GO:0003677
GWK47_028072	KAG0730525.1	GO:0003676
GWK47_028072	KAG0730525.1	GO:0008270
GWK47_028075	KAG0730526.1	GO:0005515
GWK47_028094	KAG0730517.1	GO:0004672
GWK47_028094	KAG0730517.1	GO:0005524
GWK47_028094	KAG0730517.1	GO:0006468
GWK47_028100	KAG0730512.1	GO:0016020
GWK47_028100	KAG0730512.1	GO:0022857
GWK47_028100	KAG0730512.1	GO:0055085
GWK47_028103	KAG0730508.1	GO:0005515
GWK47_028105	KAG0730510.1	GO:0005515
GWK47_028113	KAG0730505.1	GO:0005515
GWK47_028113	KAG0730503.1	GO:0016491
GWK47_028113	KAG0730503.1	GO:0055114
