lcl|JACEEZ010000005.1_cds_KAG0730601.1_3	sp|Q9Y2B0|CNPY2_HUMAN	32.5	157	68	3	100	483	24	171	4.44e-18	80.1
lcl|JACEEZ010000005.1_cds_KAG0730604.1_6	sp|P55115|NAS15_CAEEL	39.2	260	133	5	169	876	130	388	6.97e-51	180
lcl|JACEEZ010000011.1_cds_KAG0730598.1_9	sp|P15364|AMAL_DROME	26.6	301	195	6	391	1224	25	322	8.23e-28	117
lcl|JACEEZ010000013.1_cds_KAG0730593.1_10	sp|Q03274|PO22_POPJA	30.9	207	139	3	46	663	50	253	6.10e-18	92.0
lcl|JACEEZ010000013.1_cds_KAG0730596.1_13	sp|P16562|CRIS2_HUMAN	40.9	220	110	7	148	786	36	242	4.34e-48	163
lcl|JACEEZ010000054.1_cds_KAG0730581.1_25	sp|Q1L673|VDRB_DANRE	23.7	397	207	9	175	1158	21	390	2.13e-22	104
lcl|JACEEZ010000057.1_cds_KAG0730574.1_27	sp|Q99758|ABCA3_HUMAN	40.2	291	161	4	1	861	297	578	4.75e-55	195
lcl|JACEEZ010000057.1_cds_KAG0730575.1_28	sp|Q99758|ABCA3_HUMAN	42.1	121	69	1	1	360	723	843	5.70e-24	101
lcl|JACEEZ010000057.1_cds_KAG0730576.1_29	sp|Q7TNJ2|ABCA7_RAT	30.2	693	302	12	289	2328	1533	2056	1.58e-73	270
lcl|JACEEZ010000057.1_cds_KAG0730577.1_30	sp|Q8N302|AGGF1_HUMAN	34.7	265	154	7	4093	4851	407	664	9.13e-30	131
lcl|JACEEZ010000057.1_cds_KAG0730578.1_31	sp|Q9VQH2|DUOX_DROME	78.7	178	38	0	1	534	1054	1231	1.36e-90	291
lcl|JACEEZ010000057.1_cds_KAG0730579.1_32	sp|Q9VQH2|DUOX_DROME	70.2	255	73	2	4	759	741	995	9.97e-106	338
lcl|JACEEZ010000067.1_cds_KAG0730563.1_35	sp|Q148G4|TATD1_BOVIN	47.5	295	95	5	205	921	5	295	1.57e-76	239
lcl|JACEEZ010000067.1_cds_KAG0730564.1_36	sp|A0A1L5YRA2|TPIS_SCYPA	92.7	248	18	0	1	744	1	248	2.81e-173	479
lcl|JACEEZ010000067.1_cds_KAG0730566.1_38	sp|Q9V3I8|OGG1_DROME	48.3	174	87	1	106	618	154	327	1.78e-55	183
lcl|JACEEZ010000067.1_cds_KAG0730570.1_40	sp|Q5ZIQ3|HNRPK_CHICK	31.9	430	161	13	580	1728	83	427	2.59e-33	135
lcl|JACEEZ010000067.1_cds_KAG0730569.1_42	sp|Q5ZIQ3|HNRPK_CHICK	32.1	430	160	13	28	1176	83	427	9.89e-35	136
lcl|JACEEZ010000067.1_cds_KAG0730571.1_43	sp|O61470|PSMD3_ANOGA	63.8	470	161	4	118	1515	32	496	2.06e-196	559
lcl|JACEEZ010000091.1_cds_KAG0730543.1_58	sp|Q5R413|DCP1B_PONAB	36.5	197	122	2	22	603	16	212	2.12e-29	124
lcl|JACEEZ010000091.1_cds_KAG0730544.1_59	sp|Q4QR29|CTR9_XENLA	51.7	174	38	1	7	390	4	177	1.92e-47	166
lcl|JACEEZ010000091.1_cds_KAG0730545.1_60	sp|Q6DEU9|CTR9_XENTR	74.6	209	53	0	28	654	534	742	1.67e-109	343
lcl|JACEEZ010000091.1_cds_KAG0730548.1_63	sp|Q3UJZ3|ARMC7_MOUSE	35.3	190	103	5	58	618	11	183	4.48e-21	89.7
lcl|JACEEZ010000091.1_cds_KAG0730549.1_64	sp|Q9UI26|IPO11_HUMAN	47.3	972	500	6	1	2892	3	970	7.00e-309	882
lcl|JACEEZ010000095.1_cds_KAG0730539.1_67	sp|Q9V3U9|SLMO_DROME	55.6	153	68	0	1	459	1	153	1.39e-61	198
lcl|JACEEZ010000095.1_cds_KAG0730541.1_69	sp|P48159|RL23_DROME	70.2	57	16	1	1	168	1	57	1.60e-17	76.3
lcl|JACEEZ010000105.1_cds_KAG0730528.1_73	sp|O00743|PPP6_HUMAN	77.8	248	55	0	466	1209	58	305	2.19e-149	428
lcl|JACEEZ010000105.1_cds_KAG0730531.1_76	sp|Q9VQQ9|EXOC2_DROME	39.2	931	488	17	19	2700	5	894	6.40e-211	626
lcl|JACEEZ010000105.1_cds_KAG0730533.1_78	sp|O18334|RAB6_DROME	96.2	79	3	0	2617	2853	61	139	9.83e-41	152
lcl|JACEEZ010000110.1_cds_KAG0730526.1_81	sp|Q9Z0H1|WDR46_MOUSE	47.0	83	44	0	1	249	342	424	7.79e-15	81.6
lcl|JACEEZ010000120.1_cds_KAG0730517.1_90	sp|A5D791|E2AK3_BOVIN	46.5	202	87	4	733	1296	876	1070	5.20e-45	174
lcl|JACEEZ010000132.1_cds_KAG0730512.1_93	sp|Q59I64|YLAT2_DANRE	41.3	269	155	2	4	801	189	457	1.93e-56	194
lcl|JACEEZ010000135.1_cds_KAG0730508.1_95	sp|Q9W0E8|ZER1_DROME	46.5	772	345	10	115	2307	38	782	3.92e-215	629
lcl|JACEEZ010000135.1_cds_KAG0730509.1_96	sp|Q8WUB8|PHF10_HUMAN	36.9	339	160	6	10	864	137	475	2.88e-64	217
lcl|JACEEZ010000135.1_cds_KAG0730510.1_97	sp|Q6ZTN6|AN13D_HUMAN	47.1	645	284	12	406	2304	5	604	3.92e-180	531
lcl|JACEEZ010000139.1_cds_KAG0730505.1_99	sp|Q7TSQ8|PDPR_MOUSE	36.1	332	173	5	19	999	282	579	2.27e-57	202
lcl|JACEEZ010000139.1_cds_KAG0730503.1_100	sp|O46504|PDPR_BOVIN	36.9	233	145	2	217	912	39	270	4.42e-46	169
lcl|JACEEZ010000139.1_cds_KAG0730504.1_101	sp|O46504|PDPR_BOVIN	36.9	233	145	2	217	912	39	270	4.42e-46	169
lcl|JACEEZ010000143.1_cds_KAG0730494.1_108	sp|Q6NTR1|EFNMT_XENLA	45.1	288	152	5	154	1008	145	429	3.85e-68	229
lcl|JACEEZ010000143.1_cds_KAG0730495.1_109	sp|Q6NTR1|EFNMT_XENLA	44.4	297	159	5	142	1023	136	429	4.36e-69	232
lcl|JACEEZ010000143.1_cds_KAG0730496.1_110	sp|A5PK19|EFNMT_BOVIN	52.4	143	68	0	1	429	1	143	5.78e-46	164
lcl|JACEEZ010000143.1_cds_KAG0730498.1_112	sp|Q68US5|EVA1C_PANTR	32.7	211	129	3	43	639	56	265	1.38e-32	132
lcl|JACEEZ010000143.1_cds_KAG0730499.1_113	sp|Q6TNR1|RHPN2_DANRE	57.7	111	47	0	13	345	20	130	1.46e-31	120
lcl|JACEEZ010000154.1_cds_KAG0730487.1_116	sp|P47740|AL3A2_MOUSE	50.9	316	150	3	28	972	173	484	1.15e-104	318
lcl|JACEEZ010000154.1_cds_KAG0730488.1_117	sp|Q8BJL0|SMAL1_MOUSE	46.8	203	106	2	7	609	621	823	3.91e-49	179
lcl|JACEEZ010000154.1_cds_KAG0730489.1_118	sp|Q9JJI6|PIGO_MOUSE	57.6	236	98	1	13	714	108	343	3.91e-85	277
lcl|JACEEZ010000154.1_cds_KAG0730490.1_119	sp|Q9V4C8|HCF_DROME	35.9	1467	658	42	16	3768	58	1457	1.58e-214	667
lcl|JACEEZ010000156.1_cds_KAG0730479.1_120	sp|Q9QZZ4|MYO15_MOUSE	37.5	208	102	8	1585	2172	2963	3154	1.39e-25	118
lcl|JACEEZ010000156.1_cds_KAG0730484.1_125	sp|Q9BSF4|TIM29_HUMAN	29.0	176	123	1	10	531	16	191	2.32e-23	97.8
lcl|JACEEZ010000156.1_cds_KAG0730485.1_126	sp|Q6GNX5|TM203_XENLA	47.8	136	70	1	1	405	1	136	4.88e-36	123
lcl|JACEEZ010000156.1_cds_KAG0730486.1_127	sp|Q9DCH2|POP7_MOUSE	38.0	121	67	3	58	399	15	134	4.16e-15	70.9
lcl|JACEEZ010000170.1_cds_KAG0730463.1_131	sp|P57080|UBP25_MOUSE	33.7	980	530	25	157	2943	88	998	4.00e-139	448
lcl|JACEEZ010000170.1_cds_KAG0730464.1_133	sp|Q63185|E2AK1_RAT	39.9	148	85	3	1	441	437	581	3.81e-21	95.1
lcl|JACEEZ010000186.1_cds_KAG0730454.1_152	sp|Q4R639|DHSO_MACFA	44.3	280	153	2	103	942	74	350	7.93e-75	236
lcl|JACEEZ010000193.1_cds_KAG0730449.1_157	sp|O02751|CFDP2_BOVIN	27.7	191	131	3	16	579	302	488	8.03e-16	81.3
lcl|JACEEZ010000211.1_cds_KAG0730422.1_168	sp|Q9W2W5|ADPR1_DROME	39.5	476	260	11	64	1416	27	499	2.05e-94	297
lcl|JACEEZ010000211.1_cds_KAG0730423.1_169	sp|Q9W2W5|ADPR1_DROME	37.5	467	255	15	82	1407	46	500	1.43e-80	261
lcl|JACEEZ010000211.1_cds_KAG0730425.1_171	sp|A0A291PQF1|UGT5_DACCO	33.1	411	257	10	82	1272	19	425	1.25e-64	226
lcl|JACEEZ010000211.1_cds_KAG0730426.1_172	sp|A0A291PQF1|UGT5_DACCO	31.3	364	225	10	79	1104	18	378	5.70e-45	165
lcl|JACEEZ010000211.1_cds_KAG0730428.1_174	sp|A0A291PQF1|UGT5_DACCO	35.5	471	290	8	79	1458	18	485	2.85e-93	296
lcl|JACEEZ010000211.1_cds_KAG0730429.1_175	sp|Q8VHG2|AMOT_MOUSE	37.0	351	197	7	1165	2187	411	747	2.26e-42	173
lcl|JACEEZ010000211.1_cds_KAG0730430.1_177	sp|Q7JK24|B3GT1_GORGO	25.8	279	183	10	166	966	57	323	3.65e-21	95.5
