"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"UP_SEQ_FEATURE","CARBOHYD:N-linked (GlcNAc...) asparagine","72.00%","18","25","963","5763","5.83e-9","1.22e-6","4.31","1.22e-6","1.22e-6","1.33e-9"
"UP_KW_PTM","Disulfide bond","68.00%","17","23","660","3694","2.35e-8","3.29e-7","4.14","3.06e-7","3.29e-7","5.56e-9"
"UP_KW_CELLULAR_COMPONENT","Secreted","44.00%","11","25","279","5258","1.53e-7","1.98e-6","8.29","1.98e-6","1.98e-6","1.77e-8"
"GOTERM_CC_DIRECT","extracellular space","40.00%","10","25","232","5845","1.63e-7","6.51e-6","10.08","6.51e-6","6.19e-6","1.55e-8"
"UP_KW_PTM","Glycoprotein","72.00%","18","23","1019","3694","1.68e-6","1.17e-5","2.84","2.18e-5","1.17e-5","5.82e-7"
"UP_KW_DOMAIN","Signal","64.00%","16","23","790","3850","1.70e-6","1.87e-5","3.39","1.87e-5","1.87e-5","4.92e-7"
"GOTERM_CC_DIRECT","extracellular region","36.00%","9","25","282","5845","9.95e-6","1.99e-4","7.46","3.98e-4","1.89e-4","1.29e-6"
"GOTERM_BP_DIRECT","peptide metabolic process","12.00%","3","24","7","5659","3.28e-4","4.16e-2","101.05","4.08e-2","3.80e-2","2.32e-6"
"GOTERM_BP_DIRECT","proteolysis","24.00%","6","24","206","5659","1.20e-3","7.61e-2","6.87","1.41e-1","6.95e-2","1.68e-4"
"UP_SEQ_FEATURE","TRANSMEM:Helical; Signal-anchor for type II membrane protein","20.00%","5","25","136","5763","2.18e-3","6.08e-2","8.48","3.68e-1","6.08e-2","2.47e-4"
"INTERPRO","LDLR_class-A_CS","12.00%","3","25","24","6002","4.01e-3","1.87e-1","30.01","4.32e-1","1.81e-1","1.22e-4"
"INTERPRO","LDrepeatLR_classA_rpt","12.00%","3","25","25","6002","4.35e-3","1.87e-1","28.81","4.59e-1","1.81e-1","1.38e-4"
"INTERPRO","LDL_receptor-like_sf","12.00%","3","25","26","6002","4.70e-3","1.87e-1","27.70","4.85e-1","1.81e-1","1.56e-4"
"SMART","LDLa","12.00%","3","15","25","3019","5.64e-3","1.47e-1","24.15","1.37e-1","1.47e-1","2.14e-4"
"UP_KW_MOLECULAR_FUNCTION","Metalloprotease","16.00%","4","21","73","3890","5.75e-3","1.32e-1","10.15","1.24e-1","1.32e-1","5.37e-4"
"INTERPRO","EGF_Ca-bd_CS","12.00%","3","25","31","6002","6.64e-3","1.87e-1","23.23","6.09e-1","1.81e-1","2.66e-4"
"INTERPRO","EGF-type_Asp/Asn_hydroxyl_site","12.00%","3","25","31","6002","6.64e-3","1.87e-1","23.23","6.09e-1","1.81e-1","2.66e-4"
"UP_KW_BIOLOGICAL_PROCESS","Endocytosis","12.00%","3","11","48","3543","7.55e-3","1.89e-1","20.13","1.73e-1","1.89e-1","3.57e-4"
"GOTERM_BP_DIRECT","ventricular compact myocardium morphogenesis","8.00%","2","24","2","5659","8.11e-3","1.29e-1","235.79","6.45e-1","1.18e-1","1.72e-5"
"GOTERM_BP_DIRECT","vagina development","8.00%","2","24","2","5659","8.11e-3","1.29e-1","235.79","6.45e-1","1.18e-1","1.72e-5"
"GOTERM_BP_DIRECT","diol metabolic process","8.00%","2","24","2","5659","8.11e-3","1.29e-1","235.79","6.45e-1","1.18e-1","1.72e-5"
"GOTERM_BP_DIRECT","vitamin D metabolic process","8.00%","2","24","2","5659","8.11e-3","1.29e-1","235.79","6.45e-1","1.18e-1","1.72e-5"
"GOTERM_BP_DIRECT","positive regulation of oligodendrocyte progenitor proliferation","8.00%","2","24","2","5659","8.11e-3","1.29e-1","235.79","6.45e-1","1.18e-1","1.72e-5"
"GOTERM_BP_DIRECT","folate import across plasma membrane","8.00%","2","24","2","5659","8.11e-3","1.29e-1","235.79","6.45e-1","1.18e-1","1.72e-5"
"UP_SEQ_FEATURE","MOTIF:PxLPxI/L motif 1; mediates interaction with ANKRA2","8.00%","2","25","2","5763","8.31e-3","6.08e-2","230.52","8.27e-1","6.08e-2","1.81e-5"
"UP_SEQ_FEATURE","DOMAIN:LDL-receptor class A 32","8.00%","2","25","2","5763","8.31e-3","6.08e-2","230.52","8.27e-1","6.08e-2","1.81e-5"
"UP_SEQ_FEATURE","DOMAIN:LDL-receptor class A 34","8.00%","2","25","2","5763","8.31e-3","6.08e-2","230.52","8.27e-1","6.08e-2","1.81e-5"
"UP_SEQ_FEATURE","REGION:Interaction with DAB2","8.00%","2","25","2","5763","8.31e-3","6.08e-2","230.52","8.27e-1","6.08e-2","1.81e-5"
"UP_SEQ_FEATURE","MOTIF:PxLPxI/L motif 2; mediates interaction with ANKRA2","8.00%","2","25","2","5763","8.31e-3","6.08e-2","230.52","8.27e-1","6.08e-2","1.81e-5"
"UP_SEQ_FEATURE","DOMAIN:LDL-receptor class A 35","8.00%","2","25","2","5763","8.31e-3","6.08e-2","230.52","8.27e-1","6.08e-2","1.81e-5"
"UP_SEQ_FEATURE","REPEAT:LDL-receptor class B 35","8.00%","2","25","2","5763","8.31e-3","6.08e-2","230.52","8.27e-1","6.08e-2","1.81e-5"
"UP_SEQ_FEATURE","DOMAIN:LDL-receptor class A 33","8.00%","2","25","2","5763","8.31e-3","6.08e-2","230.52","8.27e-1","6.08e-2","1.81e-5"
