"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"UP_SEQ_FEATURE","REGION:Disordered","79.17%","57","67","3749","5763","2.72e-4","1.01e-1","1.31","9.64e-2","1.01e-1","2.06e-4"
"UP_KW_BIOLOGICAL_PROCESS","Transport","29.17%","21","44","864","3543","1.21e-3","5.21e-2","1.96","5.08e-2","5.21e-2","5.99e-4"
"UP_KW_MOLECULAR_FUNCTION","Developmental protein","16.67%","12","44","356","3890","1.26e-3","2.21e-2","2.98","4.33e-2","2.15e-2","4.05e-4"
"UP_KW_MOLECULAR_FUNCTION","Developmental protein","16.67%","12","44","356","3890","1.26e-3","2.21e-2","2.98","4.33e-2","2.15e-2","4.05e-4"
"GOTERM_MF_DIRECT","structural molecule activity","5.56%","4","66","26","5577","3.24e-3","6.98e-1","13.00","5.08e-1","6.98e-1","2.20e-4"
"GOTERM_CC_DIRECT","lamellipodium","6.94%","5","69","57","5845","4.16e-3","5.72e-1","7.43","5.18e-1","5.72e-1","5.15e-4"
"UP_SEQ_FEATURE","TOPO_DOM:Extracellular","19.44%","14","67","529","5763","6.14e-3","2.07e-1","2.28","8.99e-1","2.07e-1","2.57e-3"
"GOTERM_CC_DIRECT","membrane","37.50%","27","69","1412","5845","6.54e-3","5.72e-1","1.62","6.83e-1","5.72e-1","3.90e-3"
"GOTERM_BP_DIRECT","positive regulation of gene expression","8.33%","6","66","104","5659","6.57e-3","1.00e+0","4.95","9.55e-1","1.00e+0","1.24e-3"
"GOTERM_BP_DIRECT","positive regulation of mitochondrial translation","4.17%","3","66","13","5659","9.34e-3","1.00e+0","19.79","9.88e-1","1.00e+0","3.99e-4"
"GOTERM_MF_DIRECT","gamma-tubulin binding","4.17%","3","66","13","5577","9.60e-3","6.98e-1","19.50","8.78e-1","6.98e-1","4.16e-4"
"GOTERM_MF_DIRECT","mRNA 5'-UTR binding","4.17%","3","66","13","5577","9.60e-3","6.98e-1","19.50","8.78e-1","6.98e-1","4.16e-4"
"GOTERM_BP_DIRECT","chromosome segregation","5.56%","4","66","42","5659","1.21e-2","1.00e+0","8.17","9.97e-1","1.00e+0","1.35e-3"
"UP_KW_CELLULAR_COMPONENT","Cytoskeleton","16.67%","12","65","428","5258","1.31e-2","2.89e-1","2.27","3.45e-1","2.80e-1","5.49e-3"
"UP_KW_MOLECULAR_FUNCTION","Actin-binding","6.94%","5","44","91","3890","1.72e-2","2.01e-1","4.86","4.56e-1","1.95e-1","3.32e-3"
"GOTERM_MF_DIRECT","actin binding","6.94%","5","66","93","5577","2.26e-2","8.42e-1","4.54","9.93e-1","8.42e-1","4.64e-3"
"UP_SEQ_FEATURE","MUTAGEN:Q->A: Does not promote the translation of HIV-1 RNA. No effect on general translation; when associated with A-200; A-230: A-347 and A-348.","2.78%","2","67","2","5763","2.28e-2","2.07e-1","86.01","1.00e+0","2.07e-1","1.33e-4"
"UP_SEQ_FEATURE","MUTAGEN:S->A: Reduces total phosphorylation by 60%. No effect on interaction with IKBKE.","2.78%","2","67","2","5763","2.28e-2","2.07e-1","86.01","1.00e+0","2.07e-1","1.33e-4"
"UP_SEQ_FEATURE","MUTAGEN:FF->AA: Loss of interaction with VACV protein K7, IRF3 activation and IFNB1 promoter induction.","2.78%","2","67","2","5763","2.28e-2","2.07e-1","86.01","1.00e+0","2.07e-1","1.33e-4"
"UP_SEQ_FEATURE","MUTAGEN:Y->A: Impaired interaction with EIF4E; impaired stress granule formation, decreased repression of cap-dependent translation and decreased ability to enhance IRES-mediated translation. No effect on translation of HIV-1 RNA; when associated with A-43.","2.78%","2","67","2","5763","2.28e-2","2.07e-1","86.01","1.00e+0","2.07e-1","1.33e-4"
"UP_SEQ_FEATURE","REGION:Interaction with CHUK","2.78%","2","67","2","5763","2.28e-2","2.07e-1","86.01","1.00e+0","2.07e-1","1.33e-4"
