"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_MF_DIRECT","cysteine-type peptidase activity","9.76%","4","40","22","5577","4.44e-4","8.17e-2","25.35","7.85e-2","8.17e-2","1.51e-5"
"INTERPRO","USP_CS","9.76%","4","41","27","6002","7.18e-4","6.82e-2","21.69","1.39e-1","6.78e-2","2.94e-5"
"UP_SEQ_FEATURE","DOMAIN:USP","9.76%","4","37","30","5763","8.10e-4","4.06e-1","20.77","3.34e-1","4.06e-1","3.50e-5"
"INTERPRO","Peptidase_C19_UCH","9.76%","4","41","29","6002","8.89e-4","6.82e-2","20.19","1.69e-1","6.78e-2","3.94e-5"
"INTERPRO","USP_dom","9.76%","4","41","30","6002","9.83e-4","6.82e-2","19.52","1.85e-1","6.78e-2","4.52e-5"
"UP_KW_BIOLOGICAL_PROCESS","Mitosis","14.63%","6","25","128","3543","1.39e-3","2.62e-2","6.64","3.82e-2","2.53e-2","1.99e-4"
"UP_KW_BIOLOGICAL_PROCESS","Cell cycle","19.51%","8","25","279","3543","1.87e-3","2.62e-2","4.06","5.11e-2","2.53e-2","4.42e-4"
"GOTERM_BP_DIRECT","protein deubiquitination","9.76%","4","41","40","5659","2.70e-3","3.71e-1","13.80","5.37e-1","3.71e-1","1.80e-4"
"UP_SEQ_FEATURE","ACT_SITE:Proton acceptor","21.95%","9","37","402","5763","2.79e-3","6.93e-1","3.49","7.53e-1","6.93e-1","7.68e-4"
"GOTERM_MF_DIRECT","cysteine-type deubiquitinase activity","9.76%","4","40","47","5577","4.15e-3","3.81e-1","11.87","5.34e-1","3.81e-1","3.24e-4"
"GOTERM_BP_DIRECT","cell division","14.63%","6","41","167","5659","6.01e-3","3.71e-1","4.96","8.21e-1","3.71e-1","1.15e-3"
"UP_KW_BIOLOGICAL_PROCESS","Cell division","14.63%","6","25","179","3543","6.03e-3","5.63e-2","4.75","1.56e-1","5.43e-2","1.21e-3"
"INTERPRO","Papain-like_cys_pep_sf","9.76%","4","41","58","6002","6.57e-3","3.41e-1","10.10","7.46e-1","3.40e-1","6.09e-4"
"UP_KW_MOLECULAR_FUNCTION","Thiol protease","9.76%","4","29","67","3890","1.18e-2","3.76e-1","8.01","3.15e-1","3.76e-1","1.38e-3"
"UP_SEQ_FEATURE","DOMAIN:UBP24/USP9X/USP9Y ubiquitin-like","4.88%","2","37","2","5763","1.25e-2","6.93e-1","155.76","9.98e-1","6.93e-1","4.01e-5"
"UP_SEQ_FEATURE","MUTAGEN:C->S: Abolished deubiquitinase activity.","4.88%","2","37","2","5763","1.25e-2","6.93e-1","155.76","9.98e-1","6.93e-1","4.01e-5"
"UP_SEQ_FEATURE","MUTAGEN:C->A: Strongly decreased deubiquitinase activity.","4.88%","2","37","2","5763","1.25e-2","6.93e-1","155.76","9.98e-1","6.93e-1","4.01e-5"
"UP_SEQ_FEATURE","MUTAGEN:H->A: Strongly decreased deubiquitinase activity.","4.88%","2","37","2","5763","1.25e-2","6.93e-1","155.76","9.98e-1","6.93e-1","4.01e-5"
"UP_SEQ_FEATURE","MUTAGEN:C->A: Reduced heme content and cystathionine beta-synthase activity.","4.88%","2","37","2","5763","1.25e-2","6.93e-1","155.76","9.98e-1","6.93e-1","4.01e-5"
"UP_SEQ_FEATURE","MUTAGEN:C->S: Reduced heme content and cystathionine beta-synthase activity.","4.88%","2","37","2","5763","1.25e-2","6.93e-1","155.76","9.98e-1","6.93e-1","4.01e-5"
"UP_SEQ_FEATURE","MUTAGEN:C->A: Does not restore RICTOR expression levels when introduced into cells where endogenous USP9X has been silenced.","4.88%","2","37","2","5763","1.25e-2","6.93e-1","155.76","9.98e-1","6.93e-1","4.01e-5"
"INTERPRO","Cysta_beta_synth","4.88%","2","41","2","6002","1.33e-2","3.45e-1","146.39","9.38e-1","3.44e-1","4.55e-5"
"INTERPRO","CBS_C","4.88%","2","41","2","6002","1.33e-2","3.45e-1","146.39","9.38e-1","3.44e-1","4.55e-5"
"INTERPRO","P-phosphate_BS","4.88%","2","41","2","6002","1.33e-2","3.45e-1","146.39","9.38e-1","3.44e-1","4.55e-5"
"INTERPRO","Cys_Synth/Cystath_Beta-Synth","4.88%","2","41","2","6002","1.33e-2","3.45e-1","146.39","9.38e-1","3.44e-1","4.55e-5"
"UP_KW_BIOLOGICAL_PROCESS","Chromosome partition","7.32%","3","25","27","3543","1.39e-2","9.75e-2","15.75","3.25e-1","9.40e-2","8.12e-4"
"GOTERM_MF_DIRECT","cystathionine beta-synthase activity","4.88%","2","40","2","5577","1.39e-2","4.26e-1","139.43","9.24e-1","4.26e-1","5.02e-5"
"GOTERM_MF_DIRECT","nitric oxide binding","4.88%","2","40","2","5577","1.39e-2","4.26e-1","139.43","9.24e-1","4.26e-1","5.02e-5"
"GOTERM_MF_DIRECT","carbon monoxide binding","4.88%","2","40","2","5577","1.39e-2","4.26e-1","139.43","9.24e-1","4.26e-1","5.02e-5"
"GOTERM_BP_DIRECT","regulation of nitric oxide mediated signal transduction","4.88%","2","41","2","5659","1.41e-2","3.71e-1","138.02","9.82e-1","3.71e-1","5.12e-5"
"GOTERM_BP_DIRECT","cysteine biosynthetic process from serine","4.88%","2","41","2","5659","1.41e-2","3.71e-1","138.02","9.82e-1","3.71e-1","5.12e-5"
"UP_SEQ_FEATURE","DOMAIN:DUF3517","4.88%","2","37","3","5763","1.86e-2","9.33e-1","103.84","1.00e+0","9.33e-1","1.20e-4"
"INTERPRO","Ufc1","4.88%","2","41","3","6002","1.99e-2","4.13e-1","97.59","9.85e-1","4.11e-1","1.36e-4"
"INTERPRO","DUF3517","4.88%","2","41","3","6002","1.99e-2","4.13e-1","97.59","9.85e-1","4.11e-1","1.36e-4"
"GOTERM_MF_DIRECT","nitrite reductase (NO-forming) activity","4.88%","2","40","3","5577","2.08e-2","4.26e-1","92.95","9.79e-1","4.26e-1","1.50e-4"
"GOTERM_MF_DIRECT","UFM1 conjugating enzyme activity","4.88%","2","40","3","5577","2.08e-2","4.26e-1","92.95","9.79e-1","4.26e-1","1.50e-4"
"GOTERM_MF_DIRECT","deNEDDylase activity","4.88%","2","40","3","5577","2.08e-2","4.26e-1","92.95","9.79e-1","4.26e-1","1.50e-4"
"GOTERM_MF_DIRECT","K11-linked deubiquitinase activity","4.88%","2","40","3","5577","2.08e-2","4.26e-1","92.95","9.79e-1","4.26e-1","1.50e-4"
"GOTERM_BP_DIRECT","L-cysteine catabolic process","4.88%","2","41","3","5659","2.11e-2","3.71e-1","92.02","9.98e-1","3.71e-1","1.53e-4"
"GOTERM_BP_DIRECT","DNA protection","4.88%","2","41","3","5659","2.11e-2","3.71e-1","92.02","9.98e-1","3.71e-1","1.53e-4"
"GOTERM_BP_DIRECT","hindgut morphogenesis","4.88%","2","41","3","5659","2.11e-2","3.71e-1","92.02","9.98e-1","3.71e-1","1.53e-4"
"GOTERM_BP_DIRECT","hydrogen sulfide biosynthetic process","4.88%","2","41","3","5659","2.11e-2","3.71e-1","92.02","9.98e-1","3.71e-1","1.53e-4"
"GOTERM_BP_DIRECT","cysteine biosynthetic process via cystathionine","4.88%","2","41","3","5659","2.11e-2","3.71e-1","92.02","9.98e-1","3.71e-1","1.53e-4"
"GOTERM_CC_DIRECT","nucleus","48.78%","20","39","1928","5845","2.17e-2","1.00e+0","1.55","8.15e-1","1.00e+0","1.35e-2"
"UP_KW_CELLULAR_COMPONENT","Cytoplasm","48.78%","20","35","1975","5258","2.24e-2","3.58e-1","1.52","3.04e-1","3.58e-1","1.42e-2"
"GOTERM_BP_DIRECT","cellular response to hypoxia","7.32%","3","41","33","5659","2.24e-2","3.71e-1","12.55","9.98e-1","3.71e-1","1.66e-3"
"UP_SEQ_FEATURE","BINDING:axial binding residue","7.32%","3","37","40","5763","2.55e-2","1.00e+0","11.68","1.00e+0","1.00e+0","2.04e-3"
"UP_KW_BIOLOGICAL_PROCESS","Cysteine biosynthesis","4.88%","2","25","4","3543","2.68e-2","1.50e-1","70.86","5.33e-1","1.45e-1","2.84e-4"
"KEGG_PATHWAY","Cysteine and methionine metabolism","4.88%","2","20","4","2776","2.71e-2","6.97e-1","69.40","8.50e-1","6.97e-1","2.93e-4"
"GOTERM_MF_DIRECT","oxygen binding","4.88%","2","40","4","5577","2.77e-2","5.09e-1","69.71","9.94e-1","5.09e-1","2.98e-4"
"GOTERM_BP_DIRECT","amyloid fibril formation","4.88%","2","41","4","5659","2.80e-2","3.71e-1","69.01","1.00e+0","3.71e-1","3.05e-4"
"GOTERM_BP_DIRECT","response to folic acid","4.88%","2","41","4","5659","2.80e-2","3.71e-1","69.01","1.00e+0","3.71e-1","3.05e-4"
"GOTERM_BP_DIRECT","female gamete generation","4.88%","2","41","4","5659","2.80e-2","3.71e-1","69.01","1.00e+0","3.71e-1","3.05e-4"
"GOTERM_BP_DIRECT","transsulfuration","4.88%","2","41","4","5659","2.80e-2","3.71e-1","69.01","1.00e+0","3.71e-1","3.05e-4"
"GOTERM_BP_DIRECT","cysteine biosynthetic process","4.88%","2","41","4","5659","2.80e-2","3.71e-1","69.01","1.00e+0","3.71e-1","3.05e-4"
"GOTERM_BP_DIRECT","foregut morphogenesis","4.88%","2","41","4","5659","2.80e-2","3.71e-1","69.01","1.00e+0","3.71e-1","3.05e-4"
"GOTERM_BP_DIRECT","homocysteine catabolic process","4.88%","2","41","4","5659","2.80e-2","3.71e-1","69.01","1.00e+0","3.71e-1","3.05e-4"
