Sample	Top over-represented sequence	Sum of remaining over-represented sequences
5010_10_S10_L003_R1_001	0.17627473649975137	0.6429627871924904
5010_10_S10_L003_R2_001	0.27979048370894377	0.6175372969004056
5010_11_S11_L003_R1_001	0.0	0.0
5010_11_S11_L003_R2_001	0.3025906331384143	0.9355930930594587
5010_12_S12_L003_R1_001	0.2573105750209771	1.0789740550418276
5010_12_S12_L003_R2_001	0.25060039972524295	0.5011263537275648
5010_13_S13_L003_R1_001	0.19668633882877423	0.8023336935522458
5010_13_S13_L003_R2_001	0.17156794491874156	0.42761121167941424
5010_14_S14_L003_R1_001	0.34970621564951554	1.189625015692216
5010_14_S14_L003_R2_001	0.2188512376673682	0.4062832222079102
5010_15_S15_L003_R1_001	0.1485040504533645	0.6858343810487748
5010_15_S15_L003_R2_001	0.21299035213525763	0.40448004527032033
5010_16_S16_L003_R1_001	0.1424264460023545	0.4623382778180442
5010_16_S16_L003_R2_001	0.20694236983006872	0.47288418821140166
5010_17_S17_L003_R1_001	0.20146991773182846	0.509058010194095
5010_17_S17_L003_R2_001	0.24584609474463692	0.4186444956862906
5010_18_S18_L003_R1_001	0.24022004993942817	1.1291323638206796
5010_18_S18_L003_R2_001	0.321453504009359	0.40515545024097677
5010_19_S19_L003_R1_001	0.2433852233842595	1.182792793713802
5010_19_S19_L003_R2_001	0.21573876506644352	0.33568856427789384
5010_1_S1_L003_R1_001	0.3148503018321786	1.7386709072140145
5010_1_S1_L003_R2_001	0.32208296389232727	0.25816771090546176
5010_20_S20_L003_R1_001	0.245054248693498	0.9576865638974666
5010_20_S20_L003_R2_001	0.2753977651991874	0.283255470193231
5010_21_S21_L003_R1_001	0.11964465027237714	0.21385491264489742
5010_21_S21_L003_R2_001	0.31468601228279786	0.3938416962015037
5010_22_S22_L003_R1_001	0.17335495863623332	0.7584745927804969
5010_22_S22_L003_R2_001	0.27799132537504534	0.40941991584871174
5010_23_S23_L003_R1_001	0.2133462988073911	0.9113597068251877
5010_23_S23_L003_R2_001	0.23466434531486058	0.4578429020999357
5010_24_S24_L003_R1_001	0.10495549397259081	0.0
5010_24_S24_L003_R2_001	0.23564304943614425	0.5018618425262558
5010_25_S25_L003_R1_001	0.20495321522457888	0.8727603880931286
5010_25_S25_L003_R2_001	0.23480183884624123	0.34789078305386895
5010_26_S26_L003_R1_001	0.1169154489756127	0.0
5010_26_S26_L003_R2_001	0.22474614266491658	0.4165963155138306
5010_27_S27_L003_R1_001	0.1761909467541035	0.6869920803659719
5010_27_S27_L003_R2_001	0.21568034924365165	0.33011614361511965
5010_28_S28_L003_R1_001	0.24668543934923143	1.007223528924909
5010_28_S28_L003_R2_001	0.19839827379902522	0.4628724388006543
5010_29_S29_L003_R1_001	0.15547604379910787	0.6273103969773981
5010_29_S29_L003_R2_001	0.2297073587226838	0.4729081438896324
5010_2_S2_L003_R1_001	0.16208469193476235	0.5591643528755871
5010_2_S2_L003_R2_001	0.3587551708612919	0.4276060937163935
5010_30_S30_L003_R1_001	0.35202952977430785	1.7874696935200016
5010_30_S30_L003_R2_001	0.16343826069210227	0.5745993032936056
5010_31_S31_L003_R1_001	0.18456839299918765	0.6216047260621365
5010_31_S31_L003_R2_001	0.201414400260356	0.3505328407195562
5010_32_S32_L003_R1_001	0.19510718334813734	0.7847255544226375
5010_32_S32_L003_R2_001	0.21585752699670424	0.5060299872787337
5010_33_S33_L003_R1_001	0.23937414213472336	0.9879853833380685
5010_33_S33_L003_R2_001	0.28513255476157656	0.7043684526666187
